PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
64 bytes from 8.8.8.8: icmp_seq=714 ttl=54 time=19.4 ms
64 bytes from 8.8.8.8: icmp_seq=715 ttl=54 time=19.1 ms
64 bytes from 8.8.8.8: icmp_seq=716 ttl=54 time=20.3 ms
64 bytes from 8.8.8.8: icmp_seq=717 ttl=54 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=718 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=719 ttl=54 time=36.4 ms
64 bytes from 8.8.8.8: icmp_seq=720 ttl=54 time=22.1 ms
64 bytes from 8.8.8.8: icmp_seq=721 ttl=54 time=18.4 ms
64 bytes from 8.8.8.8: icmp_seq=722 ttl=54 time=21.0 ms
64 bytes from 8.8.8.8: icmp_seq=723 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=724 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=725 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=726 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=727 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=728 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=729 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=730 ttl=54 time=35.8 ms
64 bytes from 8.8.8.8: icmp_seq=731 ttl=54 time=21.0 ms
64 bytes from 8.8.8.8: icmp_seq=732 ttl=54 time=18.1 ms
64 bytes from 8.8.8.8: icmp_seq=733 ttl=54 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=734 ttl=54 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=735 ttl=54 time=18.7 ms
64 bytes from 8.8.8.8: icmp_seq=736 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=737 ttl=54 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=738 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=739 ttl=54 time=38.0 ms
64 bytes from 8.8.8.8: icmp_seq=740 ttl=54 time=26.8 ms
64 bytes from 8.8.8.8: icmp_seq=741 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=742 ttl=54 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=743 ttl=54 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=744 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=745 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=746 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=747 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=748 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=749 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=750 ttl=54 time=37.7 ms
64 bytes from 8.8.8.8: icmp_seq=751 ttl=54 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=752 ttl=54 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=753 ttl=54 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=754 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=755 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=756 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=757 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=758 ttl=54 time=19.7 ms
64 bytes from 8.8.8.8: icmp_seq=759 ttl=54 time=39.8 ms
64 bytes from 8.8.8.8: icmp_seq=760 ttl=54 time=27.6 ms
64 bytes from 8.8.8.8: icmp_seq=761 ttl=54 time=21.3 ms
64 bytes from 8.8.8.8: icmp_seq=762 ttl=54 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=763 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=764 ttl=54 time=18.3 ms
64 bytes from 8.8.8.8: icmp_seq=765 ttl=54 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=766 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=767 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=768 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=769 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=770 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=771 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=772 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=773 ttl=54 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=774 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=775 ttl=54 time=33.7 ms
64 bytes from 8.8.8.8: icmp_seq=776 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=777 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=778 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=779 ttl=54 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=780 ttl=54 time=18.6 ms
64 bytes from 8.8.8.8: icmp_seq=781 ttl=54 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=782 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=783 ttl=54 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=784 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=785 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=786 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=787 ttl=54 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=788 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=789 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=790 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=791 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=792 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=793 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=794 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=795 ttl=54 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=796 ttl=54 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=797 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=798 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=799 ttl=54 time=42.8 ms
64 bytes from 8.8.8.8: icmp_seq=800 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=801 ttl=54 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=802 ttl=54 time=28.2 ms
64 bytes from 8.8.8.8: icmp_seq=803 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=804 ttl=54 time=26.8 ms
64 bytes from 8.8.8.8: icmp_seq=805 ttl=54 time=45.7 ms
64 bytes from 8.8.8.8: icmp_seq=806 ttl=54 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=807 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=808 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=809 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=810 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=811 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=812 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=813 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=814 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=815 ttl=54 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=816 ttl=54 time=34.7 ms
64 bytes from 8.8.8.8: icmp_seq=817 ttl=54 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=818 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=819 ttl=54 time=31.2 ms
64 bytes from 8.8.8.8: icmp_seq=820 ttl=54 time=21.3 ms
64 bytes from 8.8.8.8: icmp_seq=821 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=822 ttl=54 time=20.5 ms
64 bytes from 8.8.8.8: icmp_seq=823 ttl=54 time=29.0 ms
64 bytes from 8.8.8.8: icmp_seq=824 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=825 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=826 ttl=54 time=31.6 ms
64 bytes from 8.8.8.8: icmp_seq=827 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=828 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=829 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=830 ttl=54 time=20.2 ms
64 bytes from 8.8.8.8: icmp_seq=831 ttl=54 time=22.2 ms
64 bytes from 8.8.8.8: icmp_seq=832 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=833 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=834 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=835 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=836 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=837 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=838 ttl=54 time=20.9 ms
64 bytes from 8.8.8.8: icmp_seq=839 ttl=54 time=23.1 ms
64 bytes from 8.8.8.8: icmp_seq=840 ttl=54 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=841 ttl=54 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=842 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=843 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=844 ttl=54 time=20.4 ms
64 bytes from 8.8.8.8: icmp_seq=845 ttl=54 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=846 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=847 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=848 ttl=54 time=26.8 ms
64 bytes from 8.8.8.8: icmp_seq=849 ttl=54 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=850 ttl=54 time=19.9 ms
64 bytes from 8.8.8.8: icmp_seq=851 ttl=54 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=852 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=853 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=854 ttl=54 time=20.6 ms
64 bytes from 8.8.8.8: icmp_seq=855 ttl=54 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=856 ttl=54 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=857 ttl=54 time=37.7 ms
64 bytes from 8.8.8.8: icmp_seq=858 ttl=54 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=859 ttl=54 time=19.9 ms
64 bytes from 8.8.8.8: icmp_seq=860 ttl=54 time=20.0 ms
64 bytes from 8.8.8.8: icmp_seq=861 ttl=54 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=862 ttl=54 time=33.7 ms
64 bytes from 8.8.8.8: icmp_seq=863 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=864 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=865 ttl=54 time=20.6 ms
64 bytes from 8.8.8.8: icmp_seq=866 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=867 ttl=54 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=868 ttl=54 time=28.2 ms
64 bytes from 8.8.8.8: icmp_seq=869 ttl=54 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=870 ttl=54 time=16.8 ms
64 bytes from 8.8.8.8: icmp_seq=871 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=872 ttl=54 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=873 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=874 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=875 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=876 ttl=54 time=20.9 ms
64 bytes from 8.8.8.8: icmp_seq=877 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=878 ttl=54 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=879 ttl=54 time=17.5 ms
64 bytes from 8.8.8.8: icmp_seq=880 ttl=54 time=17.3 ms
64 bytes from 8.8.8.8: icmp_seq=881 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=882 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=883 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=884 ttl=54 time=20.8 ms
64 bytes from 8.8.8.8: icmp_seq=885 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=886 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=887 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=888 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=889 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=890 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=891 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=892 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=893 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=894 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=895 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=896 ttl=54 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=897 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=898 ttl=54 time=19.9 ms
64 bytes from 8.8.8.8: icmp_seq=899 ttl=54 time=28.5 ms
64 bytes from 8.8.8.8: icmp_seq=900 ttl=54 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=901 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=902 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=903 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=904 ttl=54 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=905 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=906 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=907 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=908 ttl=54 time=28.9 ms
64 bytes from 8.8.8.8: icmp_seq=909 ttl=54 time=29.6 ms
64 bytes from 8.8.8.8: icmp_seq=910 ttl=54 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=911 ttl=54 time=27.5 ms
64 bytes from 8.8.8.8: icmp_seq=912 ttl=54 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=913 ttl=54 time=26.5 ms
64 bytes from 8.8.8.8: icmp_seq=914 ttl=54 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=915 ttl=54 time=19.5 ms
64 bytes from 8.8.8.8: icmp_seq=916 ttl=54 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=917 ttl=54 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=918 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=919 ttl=54 time=20.8 ms
64 bytes from 8.8.8.8: icmp_seq=920 ttl=54 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=921 ttl=54 time=29.2 ms
64 bytes from 8.8.8.8: icmp_seq=922 ttl=54 time=28.9 ms
64 bytes from 8.8.8.8: icmp_seq=923 ttl=54 time=27.6 ms
64 bytes from 8.8.8.8: icmp_seq=924 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=925 ttl=54 time=20.6 ms
64 bytes from 8.8.8.8: icmp_seq=926 ttl=54 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=927 ttl=54 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=928 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=929 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=930 ttl=54 time=15.4 ms
64 bytes from 8.8.8.8: icmp_seq=931 ttl=54 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=932 ttl=54 time=20.9 ms
64 bytes from 8.8.8.8: icmp_seq=933 ttl=54 time=29.6 ms
64 bytes from 8.8.8.8: icmp_seq=934 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=935 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=936 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=937 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=938 ttl=54 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=939 ttl=54 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=940 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=941 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=942 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=943 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=944 ttl=54 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=945 ttl=54 time=15.1 ms
64 bytes from 8.8.8.8: icmp_seq=946 ttl=54 time=20.3 ms
64 bytes from 8.8.8.8: icmp_seq=947 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=948 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=949 ttl=54 time=38.7 ms
64 bytes from 8.8.8.8: icmp_seq=950 ttl=54 time=17.7 ms
64 bytes from 8.8.8.8: icmp_seq=951 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=952 ttl=54 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=953 ttl=54 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=954 ttl=54 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=955 ttl=54 time=15.5 ms
64 bytes from 8.8.8.8: icmp_seq=956 ttl=54 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=957 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=958 ttl=54 time=28.4 ms
64 bytes from 8.8.8.8: icmp_seq=959 ttl=54 time=33.2 ms
64 bytes from 8.8.8.8: icmp_seq=960 ttl=54 time=15.8 ms
64 bytes from 8.8.8.8: icmp_seq=961 ttl=54 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=962 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=963 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=964 ttl=54 time=29.9 ms
64 bytes from 8.8.8.8: icmp_seq=965 ttl=54 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=966 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=967 ttl=54 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=968 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=969 ttl=54 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=970 ttl=54 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=971 ttl=54 time=23.4 ms
64 bytes from 8.8.8.8: icmp_seq=972 ttl=54 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=973 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=974 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=975 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=976 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=977 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=978 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=979 ttl=54 time=36.8 ms
64 bytes from 8.8.8.8: icmp_seq=980 ttl=54 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=981 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=982 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=983 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=984 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=985 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=986 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=987 ttl=54 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=988 ttl=54 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=989 ttl=54 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=990 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=991 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=992 ttl=54 time=34.7 ms
64 bytes from 8.8.8.8: icmp_seq=993 ttl=54 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=994 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=995 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=996 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=997 ttl=54 time=39.7 ms
64 bytes from 8.8.8.8: icmp_seq=998 ttl=54 time=26.3 ms
64 bytes from 8.8.8.8: icmp_seq=999 ttl=54 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1000 ttl=54 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=1001 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=1002 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1003 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1004 ttl=54 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=1005 ttl=54 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=1006 ttl=54 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=1007 ttl=54 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=1008 ttl=54 time=29.9 ms
64 bytes from 8.8.8.8: icmp_seq=1009 ttl=54 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=1010 ttl=54 time=18.3 ms
64 bytes from 8.8.8.8: icmp_seq=1011 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=1012 ttl=54 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=1013 ttl=54 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1014 ttl=54 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1015 ttl=54 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1016 ttl=54 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=1017 ttl=54 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=1018 ttl=54 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1019 ttl=54 time=20.4 ms
64 bytes from 8.8.8.8: icmp_seq=1020 ttl=54 time=29.5 ms
64 bytes from 8.8.8.8: icmp_seq=1021 ttl=54 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=1022 ttl=54 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=1023 ttl=54 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=1024 ttl=54 time=25.7 ms

--- 8.8.8.8 ping statistics ---
1024 packets transmitted, 1024 received, 0% packet loss, time 205530ms
rtt min/avg/max/mdev = 14.844/25.314/55.547/5.009 ms
